City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Angoram,PG,-4.0625,144.0661,81.7,75,87,3.22,overcast clouds
350,Pitimbu,BR,-7.4706,-34.8086,81.19,68,26,12.12,scattered clouds
351,Eyl,SO,7.9803,49.8164,70.27,69,9,7.81,clear sky
352,San Ramon,US,37.7799,-121.978,66.56,45,1,3.0,clear sky
353,Camacha,PT,33.0833,-16.3333,60.22,88,20,5.75,few clouds
354,Caborca,MX,30.5838,-111.101,62.17,13,1,15.05,clear sky
355,Yeppoon,AU,-23.1333,150.7333,76.78,66,99,19.57,overcast clouds
356,Sokolniki,PL,50.638,21.8065,38.19,79,100,3.0,overcast clouds
357,Luorong,CN,24.4058,109.6086,42.21,79,3,5.57,clear sky
358,Lieksa,FI,63.3167,30.0167,17.35,81,100,18.59,overcast clouds
359,Talnakh,RU,69.4865,88.3972,1.2,95,99,6.4,overcast clouds
360,Broken Hill,AU,-31.95,141.4333,69.51,46,96,17.27,overcast clouds
361,Iskateley,RU,67.6803,53.1512,-12.23,100,98,6.53,overcast clouds
362,Poya,NC,-21.35,165.15,85.23,74,94,4.68,overcast clouds
363,Abu Dhabi,AE,24.4667,54.3667,66.96,86,5,4.61,clear sky
364,Camopi,GF,3.1655,-52.3158,72.5,98,63,2.89,broken clouds
365,Bilibino,RU,68.0546,166.4372,-9.2,78,1,5.03,clear sky
366,Saldanha,ZA,-33.0117,17.9442,60.85,70,0,15.61,clear sky
367,Itambacuri,BR,-18.0311,-41.685,73.04,96,100,5.79,heavy intensity rain
368,Himatnagar,IN,23.6,72.95,54.41,27,0,0.58,clear sky
369,Rumoi,JP,43.9344,141.6428,21.0,82,99,1.79,light snow
370,Toora-Khem,RU,52.4675,96.11,-23.85,100,94,1.25,overcast clouds
371,Ca Mau,VN,9.1769,105.15,77.59,71,57,13.98,broken clouds
372,Kamir,PK,30.4333,73.05,47.77,79,0,6.29,clear sky
373,Culiacan,MX,24.7994,-107.3897,80.15,37,0,9.48,clear sky
374,Price,US,39.5994,-110.8107,32.41,47,1,2.48,clear sky
375,Pasighat,IN,28.0667,95.3333,55.89,92,100,5.21,overcast clouds
376,Vila Velha,BR,-20.3297,-40.2925,78.94,87,75,5.99,broken clouds
377,Buala,SB,-8.145,159.5921,83.14,81,100,8.43,light rain
378,Nkoteng,CM,4.5167,12.0333,69.93,32,31,3.65,scattered clouds
379,Mount Isa,AU,-20.7333,139.5,76.77,36,31,10.36,scattered clouds
380,Weligama,LK,5.9667,80.4167,72.68,89,36,4.9,scattered clouds
381,Itarema,BR,-2.9248,-39.9167,79.65,78,84,12.03,broken clouds
382,Wote,KE,-1.7808,37.6288,66.99,60,93,5.17,overcast clouds
383,Inhambane,MZ,-23.865,35.3833,79.48,62,71,13.02,broken clouds
384,Cabedelo,BR,-6.9811,-34.8339,81.27,69,16,12.8,few clouds
385,Huilong,CN,31.8111,121.655,40.03,73,16,10.74,few clouds
386,Iwanai,JP,42.9744,140.5089,23.4,76,100,4.79,light snow
387,Kavieng,PG,-2.5744,150.7967,83.19,71,90,6.49,overcast clouds
388,Bengkulu,ID,-3.8004,102.2655,72.9,95,100,4.81,light rain
389,Usolye,RU,59.4268,56.6808,21.22,94,100,5.41,light snow
390,Urumqi,CN,43.801,87.6005,-1.25,85,100,2.24,fog
391,Lloydminster,CA,53.2835,-110.0016,-0.18,78,100,11.5,mist
392,Ewa Beach,US,21.3156,-158.0072,81.01,56,0,4.0,clear sky
393,Christchurch,NZ,-43.5333,172.6333,57.9,90,100,4.0,overcast clouds
394,Gagra,GE,43.3283,40.2239,32.92,98,100,8.19,snow
395,Port Blair,IN,11.6667,92.75,75.24,94,40,2.3,mist
396,Lokoja,NG,7.8024,6.743,79.25,16,1,2.59,clear sky
397,Myitkyina,MM,25.3833,97.4,55.6,72,97,2.24,overcast clouds
398,Madang,PG,-5.2246,145.7966,80.56,84,98,6.98,moderate rain
399,Santa Cruz De Tenerife,ES,28.4682,-16.2546,66.88,64,20,3.0,few clouds
400,Port Lincoln,AU,-34.7333,135.8667,68.22,73,89,13.33,overcast clouds
401,Hirara,JP,24.8,125.2833,61.07,63,75,17.27,broken clouds
402,Akyab,MM,20.15,92.9,64.92,75,0,5.08,clear sky
403,San Cristobal,VE,7.7669,-72.225,77.18,85,74,2.17,broken clouds
404,Miri,MY,4.4148,114.0089,73.54,100,40,2.3,scattered clouds
405,Hatillo,PR,18.4863,-66.8254,77.02,92,56,1.01,broken clouds
406,Shelopugino,RU,51.6514,117.5599,-17.21,100,100,2.48,overcast clouds
407,Saint Anthony,US,45.0205,-93.218,9.25,62,100,7.0,overcast clouds
408,Ballina,AU,-28.8667,153.5667,68.18,85,100,10.36,overcast clouds
409,Nanyamba,TZ,-10.6833,39.8333,70.86,97,61,4.38,light rain
410,Arak,IR,34.0917,49.6892,35.74,76,8,10.04,clear sky
411,Kudahuvadhoo,MV,2.6708,72.8944,81.25,75,70,8.55,broken clouds
412,Richards Bay,ZA,-28.783,32.0377,71.87,95,100,16.37,heavy intensity rain
413,Baghdad,IQ,33.3406,44.4009,49.91,66,0,4.61,clear sky
414,Kazanka,UA,47.8462,32.8218,20.01,84,6,4.59,clear sky
415,Tupancireta,BR,-29.0806,-53.8358,72.68,84,59,4.36,broken clouds
416,Jiazi,CN,22.8779,116.067,53.11,77,99,10.54,overcast clouds
417,Renqiu,CN,38.6989,116.0936,19.83,37,1,1.3,clear sky
418,High Prairie,CA,55.4334,-116.4858,14.56,94,100,3.65,light snow
419,Carbondale,US,37.7273,-89.2168,27.03,77,0,5.75,clear sky
420,Egvekinot,RU,66.3167,-179.1667,-2.22,68,0,13.33,clear sky
421,Pangody,RU,65.85,74.4859,11.89,96,100,5.44,light snow
422,Cacapava Do Sul,BR,-30.5122,-53.4914,69.93,92,49,2.86,scattered clouds
423,Kaeo,NZ,-35.1,173.7833,75.33,90,88,11.25,overcast clouds
424,Moshi,TZ,-3.35,37.3333,70.38,59,100,3.22,overcast clouds
425,Pozo Colorado,PY,-23.4923,-58.7972,95.4,33,84,9.86,broken clouds
426,Asau,RO,46.4333,26.4,33.4,77,36,5.82,scattered clouds
427,Zvishavane,ZW,-20.3267,30.0665,69.78,75,13,6.91,light rain
428,Povenets,RU,62.8487,34.8262,2.3,99,99,8.81,overcast clouds
429,Cap-Aux-Meules,CA,47.3821,-61.8597,21.25,93,100,32.21,light snow
430,Rognan,NO,67.0953,15.3878,24.94,84,37,11.59,scattered clouds
431,Jumla,NP,29.2747,82.1838,17.31,88,91,7.05,overcast clouds
432,Hamilton,US,39.1834,-84.5333,24.89,85,100,1.01,overcast clouds
433,Farmington,US,36.7281,-108.2187,37.87,28,0,5.01,clear sky
434,Kawalu,ID,-7.3817,108.2082,71.87,93,90,2.53,overcast clouds
435,Saurimo,AO,-9.6608,20.3916,64.29,94,80,4.09,broken clouds
436,Zhangye,CN,38.9342,100.4517,16.93,37,100,3.62,overcast clouds
437,La Ronge,CA,55.1001,-105.2842,-10.95,70,100,8.05,overcast clouds
438,Palm City,US,27.1678,-80.2662,78.1,72,20,9.22,few clouds
439,San Juan Del Sur,NI,11.2529,-85.8705,88.02,51,20,4.61,few clouds
440,Vestmannaeyjar,IS,63.4427,-20.2734,33.89,66,100,26.49,overcast clouds
441,Sitka,US,57.0531,-135.33,41.38,99,100,9.24,moderate rain
442,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,55,20,8.05,few clouds
443,Valdivia,CL,-39.8142,-73.2459,71.69,64,44,2.37,scattered clouds
444,Ust-Tsilma,RU,65.441,52.1498,-14.37,100,99,2.53,overcast clouds
445,Saint-Joseph,RE,-21.3667,55.6167,79.16,84,100,22.32,light rain
446,Port Hedland,AU,-20.3167,118.5667,84.25,79,100,3.44,overcast clouds
447,Ovsyanka,RU,55.9575,92.5519,22.23,89,100,6.71,overcast clouds
448,Pacific Grove,US,36.6177,-121.9166,68.45,54,0,4.0,clear sky
449,Babaeski,TR,41.4325,27.0931,33.46,84,6,4.27,clear sky
450,Chicama,PE,-7.8447,-79.1469,70.34,68,66,8.95,broken clouds
451,Honggang,CN,46.4667,124.8667,-6.56,92,99,5.95,overcast clouds
452,Dingle,PH,10.9995,122.6711,74.34,90,97,10.78,overcast clouds
453,Brae,GB,60.3964,-1.353,40.91,59,100,29.53,overcast clouds
454,Mnogovershinnyy,RU,53.9353,139.9242,-2.27,96,100,6.49,overcast clouds
455,Pangkalanbuun,ID,-2.6833,111.6167,73.38,98,98,1.68,overcast clouds
456,Meulaboh,ID,4.1363,96.1285,75.2,87,100,4.94,overcast clouds
457,Non Sang,TH,16.8687,102.5664,66.31,68,38,3.78,scattered clouds
458,Gualeguaychu,AR,-33.0094,-58.5172,79.03,57,99,11.97,overcast clouds
459,Den Helder,NL,52.9599,4.7593,43.07,73,75,25.01,broken clouds
460,Ilek,RU,51.5271,53.3831,27.57,88,100,11.1,overcast clouds
461,San Francisco Menendez,SV,13.8431,-90.0158,80.64,61,6,10.25,clear sky
462,Breytovo,RU,58.2993,37.8617,-0.76,100,100,0.85,overcast clouds
463,Nelson Bay,AU,-32.7167,152.15,73.96,67,88,4.0,overcast clouds
464,Chulman,RU,56.8479,124.9104,-9.63,98,100,5.32,overcast clouds
465,Sebastian,US,35.1668,-94.2669,34.09,85,33,5.28,scattered clouds
466,Talaya,RU,61.3833,152.75,-40.81,100,79,1.57,broken clouds
467,Kharp,RU,66.8014,65.8081,7.99,91,100,7.45,overcast clouds
468,Kautokeino,NO,69.0125,23.0412,13.53,93,100,18.54,overcast clouds
469,Nemuro,JP,43.3236,145.575,23.13,69,21,11.7,few clouds
470,Uthal,PK,25.8072,66.6219,63.12,33,0,1.39,clear sky
471,Tres Arroyos,AR,-38.3739,-60.2798,61.39,89,100,15.61,light rain
472,Impfondo,CG,1.6381,18.0667,72.64,34,100,1.9,overcast clouds
473,Pampierstad,ZA,-27.7832,24.6877,67.03,71,1,5.64,clear sky
474,Harper,LR,4.375,-7.7169,79.92,81,31,7.85,scattered clouds
475,Severnoye,RU,56.3491,78.3619,14.9,82,99,11.92,overcast clouds
476,Venado,MX,22.9333,-101.0833,64.0,45,71,10.74,broken clouds
477,Sibolga,ID,1.7427,98.7792,73.53,88,100,3.51,overcast clouds
478,Sioux Lookout,CA,50.1001,-91.917,1.78,60,20,5.75,few clouds
479,Verkhoyansk,RU,67.5447,133.385,-40.61,100,60,1.01,broken clouds
480,Saint-Pierre,RE,-21.3393,55.4781,80.24,83,75,3.44,broken clouds
481,Korla,CN,41.7597,86.1469,25.47,45,100,4.68,overcast clouds
482,Yulara,AU,-25.2406,130.9889,71.13,34,0,10.87,clear sky
483,Mersing,MY,2.4312,103.8405,76.42,89,100,9.13,overcast clouds
484,Sovetskiy,RU,61.3614,63.5842,3.99,97,100,0.56,overcast clouds
485,Krumovgrad,BG,41.4667,25.65,36.34,90,13,5.41,few clouds
486,Ottawa,CA,45.4112,-75.6981,12.97,70,75,3.0,broken clouds
487,Phatthalung,TH,7.5,100.0833,78.03,80,99,13.85,overcast clouds
488,Palana,RU,59.1167,159.9667,10.11,83,100,9.28,overcast clouds
489,Biltine,TD,14.5333,20.9167,63.23,19,0,20.49,clear sky
490,Vao,NC,-22.6667,167.4833,80.38,87,100,17.54,light rain
491,Luderitz,NA,-26.6481,15.1594,67.14,74,16,7.94,few clouds
492,Rio Casca,BR,-20.2261,-42.6508,72.9,96,100,4.5,heavy intensity rain
493,Leningradskiy,RU,69.3833,178.4167,-13.14,90,56,9.19,broken clouds
494,Zalesovo,RU,53.9939,84.7431,-9.49,100,100,3.42,overcast clouds
495,Bandarbeyla,SO,9.4942,50.8122,73.24,72,1,8.16,clear sky
496,Caravelas,BR,-17.7125,-39.2481,77.09,88,100,8.12,overcast clouds
497,Puerto Del Rosario,ES,28.5004,-13.8627,67.68,59,0,4.61,clear sky
498,Agadez,NE,19.75,10.25,55.45,24,0,9.15,clear sky
499,Mindelo,CV,16.8901,-24.9804,69.46,83,1,20.36,clear sky
500,Peterhead,GB,57.5058,-1.7981,36.45,71,23,26.19,few clouds
501,Paamiut,GL,61.994,-49.6678,7.0,91,100,7.76,light snow
502,Yerbogachen,RU,61.2767,108.0108,-21.53,100,98,3.18,overcast clouds
503,Nicolas Bravo,MX,18.45,-88.9167,82.31,62,14,4.72,few clouds
504,Panorama,GR,40.5878,23.0315,38.91,58,0,1.01,clear sky
505,Glenwood Springs,US,39.5505,-107.3248,38.43,30,0,3.44,clear sky
506,Moratuwa,LK,6.773,79.8816,77.02,81,12,4.45,few clouds
507,Byron Bay,AU,-28.65,153.6167,75.06,58,99,20.92,overcast clouds
508,Kyenjojo,UG,0.6328,30.6214,67.59,54,100,0.4,overcast clouds
509,Abu Zabad,SD,12.35,29.25,63.7,16,91,16.64,overcast clouds
510,Martapura,ID,-3.4167,114.85,75.29,100,100,3.44,mist
511,Kununurra,AU,-15.7667,128.7333,78.78,94,100,2.3,overcast clouds
512,Hassleholm,SE,56.1591,13.7664,37.18,84,100,10.96,overcast clouds
513,Sukhodol,RU,53.9006,51.2117,27.72,96,100,8.57,overcast clouds
514,Sebinkarahisar,TR,40.2883,38.4236,11.57,85,99,4.81,overcast clouds
515,Nobeoka,JP,32.5833,131.6667,33.76,55,8,7.67,clear sky
516,Ust-Maya,RU,60.4167,134.5333,-31.95,100,95,0.85,overcast clouds
517,Calvia,ES,39.5657,2.5062,54.91,80,100,5.48,overcast clouds
518,Sisimiut,GL,66.9395,-53.6735,5.22,85,100,26.55,overcast clouds
519,Evensk,RU,61.95,159.2333,15.12,44,0,19.26,clear sky
520,Turayf,SA,31.6725,38.6637,39.97,82,8,13.4,clear sky
521,Florianopolis,BR,-27.6146,-48.5012,77.38,93,100,1.99,light rain
522,Kamaishi,JP,39.2667,141.8833,18.55,57,55,12.21,broken clouds
523,Salvador,SV,13.8333,-88.9167,79.05,47,19,6.31,few clouds
524,Pandan,PH,14.0453,124.1694,75.9,88,100,15.32,light rain
525,Paripiranga,BR,-10.6875,-37.8617,73.26,76,18,12.24,few clouds
526,Crotone,IT,39.0851,17.1178,52.29,58,50,3.85,scattered clouds
527,Fare,PF,-16.7,-151.0167,80.62,75,55,14.27,broken clouds
528,Yuancheng,CN,36.652,107.7896,20.17,34,94,5.91,overcast clouds
529,Pueblo,US,38.2545,-104.6091,39.96,50,1,1.99,clear sky
530,Seeboden,AT,46.8219,13.495,40.77,90,97,3.09,overcast clouds
531,Kismayo,SO,-0.3582,42.5454,77.27,82,87,14.38,overcast clouds
532,Mantua,IT,45.1667,10.7833,49.48,89,100,1.81,overcast clouds
533,Oranjestad,AW,12.524,-70.027,78.91,77,0,19.53,clear sky
534,Boke,GN,10.9409,-14.2967,72.18,82,2,3.33,clear sky
535,Hovd,MN,48.0056,91.6419,-11.24,78,8,3.69,clear sky
536,Mao,ES,39.8885,4.2658,50.56,87,0,1.14,clear sky
537,Craig,US,40.5153,-107.5464,26.22,85,6,2.21,clear sky
538,Naro,IT,37.2935,13.7936,48.56,93,5,3.4,clear sky
539,Biak,ID,-0.9131,122.8766,77.09,81,97,2.53,overcast clouds
540,Kodinsk,RU,58.6881,99.1844,10.08,96,100,4.92,overcast clouds
541,Mahon,ES,39.8885,4.2658,50.56,87,0,1.14,clear sky
542,Vanimo,PG,-2.6741,141.3028,81.73,77,70,4.88,broken clouds
543,Santa Marta,CO,11.2408,-74.199,83.89,66,4,17.0,clear sky
544,Pinillos,CO,8.9193,-74.4677,85.8,59,42,4.65,scattered clouds
545,Perth,AU,-31.9333,115.8333,80.67,44,0,5.75,clear sky
546,Pevek,RU,69.7008,170.3133,-23.4,100,88,6.06,overcast clouds
547,Algiers,DZ,36.7525,3.042,46.22,71,0,2.3,clear sky
548,Puerto Baquerizo Moreno,EC,-0.9,-89.6,83.39,70,20,18.41,few clouds
549,Namie,JP,37.4833,141.0,32.97,80,49,9.24,scattered clouds
550,Quelimane,MZ,-17.8786,36.8883,72.99,90,46,3.27,scattered clouds
551,Puerto Escondido,MX,15.85,-97.0667,81.91,60,1,5.32,clear sky
552,Ust-Omchug,RU,61.15,149.6333,-21.33,84,100,4.43,overcast clouds
553,Lazarev,RU,52.225,141.5131,4.21,94,100,9.53,light snow
554,Zhurivka,UA,50.5028,31.7849,15.78,100,79,1.14,broken clouds
555,Jaque,PA,7.5175,-78.1703,80.96,79,30,2.46,light rain
556,Ponta Delgada,PT,37.7333,-25.6667,61.5,72,20,8.05,few clouds
557,Coromandel,BR,-18.4733,-47.2003,68.79,90,92,3.02,overcast clouds
558,Beroroha,MG,-21.6667,45.1667,75.42,70,27,4.03,scattered clouds
559,Jiuquan,CN,39.7432,98.5174,15.1,39,100,3.44,overcast clouds
560,Cap Malheureux,MU,-19.9842,57.6142,79.47,82,100,7.0,overcast clouds
561,Bari,IT,41.1177,16.8512,51.84,88,0,1.99,clear sky
562,George Town,MY,5.4112,100.3354,78.73,94,40,1.99,scattered clouds
563,Kruisfontein,ZA,-34.0033,24.7314,63.88,73,100,5.64,overcast clouds
564,Itaberaba,BR,-12.5275,-40.3069,79.5,65,98,8.39,overcast clouds
565,Mikkeli,FI,61.6886,27.2723,19.51,86,100,17.27,overcast clouds
566,Roald,NO,62.5833,6.1333,39.34,70,75,31.07,broken clouds
567,Leh,IN,34.1667,77.5833,-5.4,91,100,3.76,overcast clouds
568,Fukue,JP,32.6881,128.8419,41.5,68,100,27.31,overcast clouds
569,Asbestovskiy,RU,57.7557,61.3967,19.9,98,100,3.69,overcast clouds
570,Burgersdorp,ZA,-30.9977,26.3286,59.34,79,26,9.66,scattered clouds
571,Minab,IR,27.1467,57.0801,65.34,74,0,2.59,clear sky
572,Keelung,TW,25.1283,121.7419,55.94,82,100,14.97,overcast clouds
573,Muroto,JP,33.2833,134.15,39.69,56,53,22.32,broken clouds
574,Asyut,EG,27.181,31.1837,49.73,57,5,8.3,clear sky
575,Hede,CN,33.7681,120.2517,26.38,50,0,6.22,clear sky
576,Coahuayana,MX,18.7333,-103.6833,82.94,44,0,6.67,clear sky
577,Gazli,UZ,40.1333,63.45,42.53,42,1,13.91,clear sky
578,Chernyshevskiy,RU,63.0128,112.4714,-20.99,100,96,1.54,overcast clouds
579,Wattegama,LK,6.7989,81.4808,67.17,92,33,2.28,scattered clouds
580,Dymer,UA,50.7865,30.3026,18.12,97,39,4.79,scattered clouds
581,Acarau,BR,-2.8856,-40.12,79.61,79,76,12.15,broken clouds
582,Cancun,MX,21.1743,-86.8466,84.06,66,1,6.15,clear sky
583,Barra Patuca,HN,15.8,-84.2833,79.14,73,18,7.87,few clouds
584,Bonavista,CA,48.6499,-53.1147,30.11,94,100,22.5,snow
585,Husavik,IS,66.0449,-17.3389,22.75,93,100,4.34,light snow
586,Yuli,NG,9.6989,10.2744,69.96,16,0,7.65,clear sky
587,Strezhevoy,RU,60.7333,77.5889,24.78,97,100,8.75,light snow
588,Santa Barbara,US,34.7333,-120.0343,62.42,34,0,6.91,clear sky
589,Ndele,CF,8.4109,20.6473,73.4,20,33,5.17,scattered clouds
590,Sevierville,US,35.8681,-83.5618,45.81,91,100,8.05,mist
591,Mascota,MX,20.5167,-104.7833,62.31,36,29,6.29,scattered clouds
592,Pareora,NZ,-44.4871,171.2132,54.18,97,100,11.65,overcast clouds
593,Moroni,KM,-11.7022,43.2551,80.33,81,100,9.28,light rain
594,Tsogni,GA,-2.7942,10.0988,75.18,85,71,0.69,broken clouds
595,Datong,CN,40.0936,113.2914,9.75,61,1,3.02,clear sky
596,Santa Rosa,PH,14.3122,121.1114,77.11,78,86,12.73,overcast clouds
597,Bonthe,SL,7.5264,-12.505,76.78,85,38,5.1,scattered clouds
598,Portland,US,45.5234,-122.6762,50.45,87,100,1.99,overcast clouds
599,Molde,NO,62.7375,7.1591,39.13,87,75,28.77,light snow
600,Poronaysk,RU,49.2167,143.1167,10.98,83,100,9.01,overcast clouds
601,Kerman,IR,30.2832,57.0788,54.41,25,5,3.0,clear sky
602,Camargo,MX,27.6667,-105.1667,48.87,22,4,9.46,clear sky
603,Beira,MZ,-19.8436,34.8389,77.4,84,78,6.15,light rain
604,Slave Lake,CA,55.2834,-114.769,13.17,95,100,4.79,snow
605,Maracaibo,VE,10.6317,-71.6406,80.67,70,7,14.45,clear sky
606,Vilhena,BR,-12.7406,-60.1458,71.46,91,87,1.68,overcast clouds
607,Lakatoro,VU,-16.0999,167.4164,80.42,85,100,22.03,overcast clouds
608,Westport,US,41.1415,-73.3579,35.8,93,100,3.0,snow
609,Nalut,LY,30.3333,10.85,51.8,31,39,9.51,scattered clouds
610,Vila,PT,42.0304,-8.1588,40.75,86,78,3.33,broken clouds
611,Mingguang,CN,32.7802,117.9638,30.97,68,7,7.2,clear sky
612,Nayoro,JP,44.3506,142.4578,17.22,93,100,1.68,light snow
613,Carmen,MX,18.6333,-91.8333,76.19,84,33,15.46,scattered clouds
614,Bredy,RU,52.4153,60.3411,20.08,91,100,9.26,overcast clouds
615,Ngaoundere,CM,7.3167,13.5833,63.57,20,32,5.7,scattered clouds
616,Key West,US,24.5557,-81.7826,77.0,87,51,14.05,broken clouds
617,Shizuishan,CN,39.2333,106.7694,14.45,43,88,2.21,overcast clouds
618,Maunabo,PR,18.0072,-65.8993,73.42,91,100,12.88,overcast clouds
619,Tchollire,CM,8.4022,14.1698,67.84,17,39,1.39,scattered clouds
620,Ust-Karsk,RU,52.7011,118.8077,-11.09,99,100,2.3,overcast clouds
621,Manzhouli,CN,49.6,117.4333,-9.04,92,45,8.23,scattered clouds
622,Gushikawa,JP,26.3544,127.8686,58.23,58,92,15.99,overcast clouds
623,Berbera,SO,10.4396,45.0143,73.54,64,3,2.57,clear sky
624,Morondava,MG,-20.2833,44.2833,81.19,70,55,10.96,broken clouds
625,Molinella,IT,44.6213,11.6686,48.2,90,100,3.0,overcast clouds
626,Vestmanna,FO,62.1564,-7.1664,32.92,55,75,19.57,broken clouds
627,Colares,PT,38.7992,-9.4469,55.33,71,100,1.01,overcast clouds
628,Reutte,AT,47.4833,10.7167,40.08,95,95,4.54,overcast clouds
629,Thames,NZ,-37.1333,175.5333,84.4,60,22,9.15,few clouds
630,Urusha,RU,54.05,122.9,-1.23,86,100,4.05,overcast clouds
631,Oneida,US,43.2001,-75.4663,18.01,87,100,1.01,mist
632,Sabha,LY,27.0377,14.4283,49.86,36,0,4.38,clear sky
633,Bijar,IR,35.8668,47.6051,24.37,87,90,6.04,overcast clouds
634,Goderich,CA,43.7501,-81.7165,15.91,79,100,8.05,overcast clouds
635,Boguchany,RU,58.3814,97.4531,16.23,94,100,8.12,light snow
636,Kapit,MY,2.0167,112.9333,72.55,100,100,0.63,overcast clouds
637,Alaca,TR,40.1683,34.8425,18.16,95,97,2.71,overcast clouds
638,Cochrane,CA,51.1834,-114.4687,43.21,57,100,20.31,overcast clouds
639,Bulawayo,ZW,-20.15,28.5833,66.24,75,20,6.78,few clouds
640,Basco,PH,20.4487,121.9702,72.37,74,96,29.37,overcast clouds
641,Beloha,MG,-25.1667,45.05,74.75,87,47,16.87,scattered clouds
642,Dubovyy Umet,RU,52.9763,50.2857,24.69,97,100,5.66,light snow
643,Constitucion,CL,-35.3333,-72.4167,64.24,76,18,16.96,few clouds
644,Sur,OM,22.5667,59.5289,69.51,61,2,6.87,clear sky
645,Saint-Augustin,CA,51.226,-58.6502,-2.96,86,100,7.9,overcast clouds
646,Mbandaka,CD,0.0487,18.2603,74.66,65,100,3.53,overcast clouds
647,Marystown,CA,47.1666,-55.1483,36.86,100,100,5.99,overcast clouds
648,Ampanihy,MG,-24.7,44.75,71.94,88,36,11.1,scattered clouds
649,Abha,SA,18.2164,42.5053,55.65,82,0,17.27,clear sky
650,Hambantota,LK,6.1241,81.1185,73.0,84,19,6.87,few clouds
651,Salinopolis,BR,-0.6136,-47.3561,78.6,84,99,8.97,moderate rain
652,Isangel,VU,-19.55,169.2667,77.74,92,100,7.18,moderate rain
653,Kingaroy,AU,-26.5333,151.8333,68.04,60,0,17.27,clear sky
654,Inongo,CD,-1.95,18.2667,74.75,83,100,3.76,overcast clouds
655,Hannibal,US,39.7084,-91.3585,25.75,81,57,12.06,broken clouds
656,Port Hardy,CA,50.6996,-127.4199,46.58,87,100,4.61,light rain
657,Sindi,IN,20.8,78.8667,58.12,31,51,5.7,broken clouds
658,Suleja,NG,9.1758,7.1808,77.23,13,0,9.71,clear sky
659,Atherton,GB,53.5237,-2.4935,42.42,80,24,10.0,few clouds
660,Riberalta,BO,-10.9833,-66.1,82.6,78,75,6.91,moderate rain
661,Penzance,GB,50.1186,-5.5371,45.77,66,77,15.93,broken clouds
662,Porbandar,IN,21.6422,69.6093,65.19,63,3,3.11,clear sky
663,Ushtobe,KZ,45.2514,77.9838,13.39,90,15,10.22,few clouds
664,Balkanabat,TM,39.5108,54.3671,53.29,52,61,6.15,broken clouds
665,Borogontsy,RU,62.6683,131.1683,-37.98,100,100,0.54,overcast clouds
666,Causapscal,CA,48.3542,-67.227,5.72,96,100,4.83,overcast clouds
667,Pointe-Noire,CG,-4.7761,11.8635,77.41,81,57,1.77,broken clouds
668,Pleasantville,US,39.3898,-74.524,39.33,96,100,10.36,overcast clouds
669,Butembo,CD,0.15,29.2833,62.49,68,100,2.68,overcast clouds
670,Sallama,IL,32.8944,35.3693,47.32,96,92,1.5,overcast clouds
671,Baykit,RU,61.67,96.37,11.05,97,100,3.49,light snow
672,Koungou,YT,-12.7336,45.2042,82.11,78,0,10.36,light rain
673,Cherskiy,RU,68.75,161.3,-34.55,98,13,4.36,few clouds
674,Vostok,RU,46.4856,135.8833,-9.89,98,100,2.86,overcast clouds
675,Takoradi,GH,4.8845,-1.7554,79.77,84,43,5.21,scattered clouds
676,Kurilsk,RU,45.2333,147.8833,23.74,76,100,8.81,light snow
677,Harbour Breton,CA,47.4833,-55.7983,37.0,93,100,22.1,overcast clouds
678,Prachuap Khiri Khan,TH,12.2167,99.75,76.69,93,35,2.28,scattered clouds
679,Trastenik,BG,43.52,24.4685,30.04,74,75,4.61,broken clouds
680,Carcassonne,FR,43.25,2.1667,54.32,88,75,11.5,broken clouds
681,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.59,63,75,4.47,broken clouds
682,Evans,US,33.5337,-82.1307,62.76,78,100,3.0,moderate rain
683,Miramar,US,25.9873,-80.2323,77.05,75,0,11.5,clear sky
684,Darnah,LY,32.767,22.6367,52.9,74,3,13.31,clear sky
685,Paracuru,BR,-3.41,-39.0306,82.11,80,98,11.07,overcast clouds
686,Yar-Sale,RU,66.8333,70.8333,6.04,96,100,5.99,overcast clouds
687,Nyurba,RU,63.2842,118.3319,-27.22,100,65,2.3,broken clouds
688,Khandyga,RU,62.6667,135.6,-41.93,100,59,1.9,broken clouds
689,Key Largo,US,25.0865,-80.4473,76.01,81,2,10.94,clear sky
690,Yen Bai,VN,21.7,104.8667,55.8,76,97,2.28,overcast clouds
691,Aktash,RU,50.3,87.7333,-18.72,78,3,5.39,clear sky
692,Carutapera,BR,-1.195,-46.02,76.21,93,99,6.4,overcast clouds
693,Kolosovka,RU,56.4678,73.611,19.56,81,100,11.5,overcast clouds
694,Aripuana,BR,-9.1667,-60.6333,74.93,96,99,0.96,overcast clouds
695,Camana,PE,-16.6228,-72.7111,72.01,77,63,7.63,broken clouds
696,Walvis Bay,NA,-22.9575,14.5053,66.09,79,68,4.43,broken clouds
697,Tura,IN,25.5198,90.2201,51.17,96,70,3.69,broken clouds
698,Launceston,AU,-41.45,147.1667,66.79,65,62,3.0,broken clouds
699,Cao Bang,VN,22.6667,106.25,46.53,94,3,0.72,clear sky
700,Loni,IN,28.75,77.2833,48.43,87,0,4.25,clear sky
