City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Najran,SA,17.4924,44.1277,65.52,69,6,7.74,clear sky
702,Maracacume,BR,-2.0428,-45.9592,73.99,96,100,3.09,overcast clouds
703,Kholodnyy,RU,62.7167,147.95,-22.2,77,98,4.92,overcast clouds
704,Hualmay,PE,-11.0964,-77.6139,72.52,78,19,9.42,few clouds
705,Taksimo,RU,56.3444,114.8794,-8.75,92,92,2.91,overcast clouds
706,Nantucket,US,41.2835,-70.0995,39.31,94,100,12.66,overcast clouds
707,Matveyevka,RU,52.15,56.1833,22.19,83,100,12.37,overcast clouds
708,Rio Gallegos,AR,-51.6226,-69.2181,62.65,29,0,3.44,clear sky
709,Santa Cruz,BO,-17.8,-63.1667,80.65,78,40,9.22,scattered clouds
710,La Palma,US,33.8464,-118.0467,73.53,15,3,7.0,clear sky
711,Pilar,BR,-9.5972,-35.9567,76.93,73,14,6.29,few clouds
712,Zhicheng,CN,30.2956,111.5047,37.38,74,6,2.17,clear sky
713,Zemio,CF,5.0314,25.1361,74.46,28,100,2.77,overcast clouds
714,Balkany,HU,47.7707,21.8631,33.4,82,91,7.65,overcast clouds
715,Axim,GH,4.8699,-2.2405,78.87,85,16,2.93,few clouds
716,Broome,US,42.2506,-75.833,19.0,76,100,1.99,mist
717,Santa Maria,BR,-29.6842,-53.8069,79.9,83,20,3.44,few clouds
718,Lai,TD,9.3952,16.2989,72.88,16,34,6.49,scattered clouds
719,Sassandra,CI,4.95,-6.0833,78.62,87,51,5.53,broken clouds
720,Karratha,AU,-20.7377,116.8463,85.17,67,98,7.83,overcast clouds
721,Tanabe,JP,33.7333,135.3667,38.93,50,40,7.0,scattered clouds
722,Zhuhai,CN,22.2769,113.5678,57.97,76,40,17.27,scattered clouds
723,Okha,RU,53.5739,142.9478,2.03,92,100,20.42,overcast clouds
724,Derzhavinsk,KZ,51.1,66.3167,15.85,74,100,10.09,overcast clouds
725,Junction City,US,39.0286,-96.8314,41.7,56,0,1.01,clear sky
726,Tarakan,ID,3.3,117.6333,76.5,88,20,2.3,few clouds
727,Teguise,ES,29.0605,-13.564,64.62,64,0,9.22,clear sky
728,Mitu,CO,1.1983,-70.1733,75.04,90,85,2.33,overcast clouds
729,Waitati,NZ,-45.75,170.5667,57.79,57,100,5.68,overcast clouds
730,Camalu,MX,30.85,-116.0667,67.42,41,2,6.98,clear sky
731,Grindavik,IS,63.8424,-22.4338,27.07,68,100,19.57,overcast clouds
732,Barreiros,BR,-8.8183,-35.1864,78.21,72,32,7.4,scattered clouds
733,Belaya Gora,RU,68.5333,146.4167,-39.28,100,47,1.19,scattered clouds
734,Ixtapa,MX,20.7,-105.2,76.23,65,75,10.36,broken clouds
735,Puteyets,RU,65.1716,57.091,3.52,97,97,3.69,overcast clouds
736,Mercedes,AR,-34.6515,-59.4307,75.18,88,100,9.6,moderate rain
737,Verkh-Chebula,RU,56.0308,87.6218,17.02,81,100,15.7,overcast clouds
738,Bintulu,MY,3.1667,113.0333,74.25,93,89,5.03,overcast clouds
